id,height,weight,capture_rate,generation,habitat,shape,stats_hp,stats_attack,stats_defense,stats_special-attack,stats_special-defense,stats_speed,ability_1,ability_2,ability_3,name,type_1,type_2
689,13,960,45,generation-vi,,heads,72,105,115,54,86,68,tough-claws,sniper,pickpocket,barbaracle,rock,water
690,5,73,225,generation-vi,,blob,50,60,60,60,60,30,poison-point,poison-touch,adaptability,skrelp,poison,water
691,18,815,55,generation-vi,,blob,65,75,90,97,123,44,poison-point,poison-touch,adaptability,dragalge,poison,dragon
692,5,83,225,generation-vi,,armor,50,53,62,58,63,44,mega-launcher,,,clauncher,water,
693,13,353,55,generation-vi,,squiggle,71,73,88,120,89,59,mega-launcher,,,clawitzer,water,
694,5,60,190,generation-vi,,upright,44,38,33,61,43,70,dry-skin,sand-veil,solar-power,helioptile,electric,normal
695,10,210,75,generation-vi,,upright,62,55,52,109,94,109,dry-skin,sand-veil,solar-power,heliolisk,electric,normal
696,8,260,45,generation-vi,,upright,58,89,77,45,45,48,strong-jaw,sturdy,,tyrunt,rock,dragon
697,25,2700,45,generation-vi,,upright,82,121,119,69,59,71,strong-jaw,rock-head,,tyrantrum,rock,dragon
698,13,252,45,generation-vi,,quadruped,77,59,50,67,63,46,refrigerate,snow-warning,,amaura,rock,ice
699,27,2250,45,generation-vi,,quadruped,123,77,72,99,92,58,refrigerate,snow-warning,,aurorus,rock,ice
700,10,235,45,generation-vi,,quadruped,95,65,65,110,130,60,cute-charm,pixilate,,sylveon,fairy,
701,8,215,100,generation-vi,,humanoid,78,92,75,74,63,118,limber,unburden,mold-breaker,hawlucha,fighting,flying
702,2,22,180,generation-vi,,upright,67,58,57,81,67,101,cheek-pouch,pickup,plus,dedenne,electric,fairy
703,3,57,60,generation-vi,,ball,50,50,150,50,150,50,clear-body,sturdy,,carbink,rock,fairy
704,3,28,45,generation-vi,,squiggle,45,50,35,55,75,40,sap-sipper,hydration,gooey,goomy,dragon,
705,8,175,45,generation-vi,,squiggle,68,75,53,83,113,60,sap-sipper,hydration,gooey,sliggoo,dragon,
706,20,1505,45,generation-vi,,upright,90,100,70,110,150,80,sap-sipper,hydration,gooey,goodra,dragon,
707,2,30,75,generation-vi,,ball,57,80,91,80,87,75,prankster,magician,,klefki,steel,fairy
708,4,70,120,generation-vi,,arms,43,70,48,50,60,38,natural-cure,frisk,harvest,phantump,ghost,grass
709,15,710,60,generation-vi,,tentacles,85,110,76,65,82,56,natural-cure,frisk,harvest,trevenant,ghost,grass
710,4,50,120,generation-vi,,ball,49,66,70,44,55,51,pickup,frisk,insomnia,pumpkaboo-average,ghost,grass
711,9,125,60,generation-vi,,blob,65,90,122,58,75,84,pickup,frisk,insomnia,gourgeist-average,ghost,grass
712,10,995,190,generation-vi,,quadruped,55,69,85,32,35,28,own-tempo,ice-body,sturdy,bergmite,ice,
713,20,5050,55,generation-vi,,quadruped,95,117,184,44,46,28,own-tempo,ice-body,sturdy,avalugg,ice,
714,5,80,190,generation-vi,,wings,40,30,35,45,40,55,frisk,infiltrator,telepathy,noibat,flying,dragon
715,15,850,45,generation-vi,,wings,85,70,80,97,80,123,frisk,infiltrator,telepathy,noivern,flying,dragon
716,30,2150,45,generation-vi,,quadruped,126,131,95,131,98,99,fairy-aura,,,xerneas,fairy,
717,58,2030,45,generation-vi,,wings,126,131,95,131,98,99,dark-aura,,,yveltal,dark,flying
718,50,3050,3,generation-vi,,squiggle,108,100,121,81,95,95,aura-break,,,zygarde-50,dragon,ground
719,7,88,3,generation-vi,,arms,50,100,150,100,150,50,clear-body,,,diancie,rock,fairy
720,5,90,3,generation-vi,,arms,80,110,60,150,130,70,magician,,,hoopa,psychic,ghost
721,17,1950,3,generation-vi,,quadruped,80,110,120,130,90,70,water-absorb,,,volcanion,fire,water
722,3,15,45,generation-vii,,wings,68,55,55,50,50,42,overgrow,long-reach,,rowlet,grass,flying
723,7,160,45,generation-vii,,wings,78,75,75,70,70,52,overgrow,long-reach,,dartrix,grass,flying
724,16,366,45,generation-vii,,wings,78,107,75,100,100,70,overgrow,long-reach,,decidueye,grass,ghost
725,4,43,45,generation-vii,,quadruped,45,65,40,60,40,70,blaze,intimidate,,litten,fire,
726,7,250,45,generation-vii,,quadruped,65,85,50,80,50,90,blaze,intimidate,,torracat,fire,
727,18,830,45,generation-vii,,upright,95,115,90,80,90,60,blaze,intimidate,,incineroar,fire,dark
728,4,75,45,generation-vii,,fish,50,54,54,66,56,40,torrent,liquid-voice,,popplio,water,
729,6,175,45,generation-vii,,fish,60,69,69,91,81,50,torrent,liquid-voice,,brionne,water,
730,18,440,45,generation-vii,,fish,80,74,74,126,116,60,torrent,liquid-voice,,primarina,water,fairy
731,3,12,255,generation-vii,,wings,35,75,30,30,30,65,keen-eye,skill-link,pickup,pikipek,normal,flying
732,6,148,120,generation-vii,,wings,55,85,50,40,50,75,keen-eye,skill-link,pickup,trumbeak,normal,flying
733,11,260,45,generation-vii,,wings,80,120,75,75,75,60,keen-eye,skill-link,sheer-force,toucannon,normal,flying
734,4,60,255,generation-vii,,quadruped,48,70,30,30,30,45,stakeout,strong-jaw,adaptability,yungoos,normal,
735,7,142,127,generation-vii,,quadruped,88,110,60,55,60,45,stakeout,strong-jaw,adaptability,gumshoos,normal,
736,4,44,255,generation-vii,,armor,47,62,45,55,45,46,swarm,,,grubbin,bug,
737,5,105,120,generation-vii,,squiggle,57,82,95,55,75,36,battery,,,charjabug,bug,electric
738,15,450,45,generation-vii,,armor,77,70,90,145,75,43,levitate,,,vikavolt,bug,electric
739,6,70,225,generation-vii,,armor,47,82,57,42,47,63,hyper-cutter,iron-fist,anger-point,crabrawler,fighting,
740,17,1800,60,generation-vii,,armor,97,132,77,62,67,43,hyper-cutter,iron-fist,anger-point,crabominable,fighting,ice
741,6,34,45,generation-vii,,wings,75,70,70,98,70,93,dancer,,,oricorio-baile,fire,flying
742,1,2,190,generation-vii,,armor,40,45,40,55,40,84,honey-gather,shield-dust,sweet-veil,cutiefly,bug,fairy
743,2,5,75,generation-vii,,bug-wings,60,55,60,95,70,124,honey-gather,shield-dust,sweet-veil,ribombee,bug,fairy
744,5,92,190,generation-vii,,quadruped,45,65,40,30,40,60,keen-eye,vital-spirit,steadfast,rockruff,rock,
745,8,250,90,generation-vii,,quadruped,75,115,65,55,65,112,keen-eye,sand-rush,steadfast,lycanroc-midday,rock,
746,2,3,60,generation-vii,,fish,45,20,20,25,25,40,schooling,,,wishiwashi-solo,water,
747,4,80,190,generation-vii,,blob,50,53,62,43,52,45,merciless,limber,regenerator,mareanie,poison,water
748,7,145,75,generation-vii,,tentacles,50,63,152,53,142,35,merciless,limber,regenerator,toxapex,poison,water
749,10,1100,190,generation-vii,,quadruped,70,100,70,45,55,45,own-tempo,stamina,inner-focus,mudbray,ground,
750,25,9200,60,generation-vii,,quadruped,100,125,100,55,85,35,own-tempo,stamina,inner-focus,mudsdale,ground,
751,3,40,200,generation-vii,,legs,38,40,52,40,72,27,water-bubble,water-absorb,,dewpider,water,bug
752,18,820,100,generation-vii,,armor,68,70,92,50,132,42,water-bubble,water-absorb,,araquanid,water,bug
753,3,15,190,generation-vii,,upright,40,55,35,50,35,35,leaf-guard,contrary,,fomantis,grass,
754,9,185,75,generation-vii,,humanoid,70,105,90,80,90,45,leaf-guard,contrary,,lurantis,grass,
755,2,15,190,generation-vii,,blob,40,35,55,65,75,15,illuminate,effect-spore,rain-dish,morelull,grass,fairy
756,10,115,75,generation-vii,,humanoid,60,45,80,90,100,30,illuminate,effect-spore,rain-dish,shiinotic,grass,fairy
757,6,48,120,generation-vii,,quadruped,48,44,40,71,40,77,corrosion,oblivious,,salandit,poison,fire
758,12,222,45,generation-vii,,quadruped,68,64,60,111,60,117,corrosion,oblivious,,salazzle,poison,fire
759,5,68,140,generation-vii,,quadruped,70,75,50,45,50,50,fluffy,klutz,cute-charm,stufful,normal,fighting
760,21,1350,70,generation-vii,,upright,120,125,80,55,60,60,fluffy,klutz,unnerve,bewear,normal,fighting
761,3,32,235,generation-vii,,legs,42,30,38,30,38,32,leaf-guard,oblivious,sweet-veil,bounsweet,grass,
762,7,82,120,generation-vii,,humanoid,52,40,48,40,48,62,leaf-guard,oblivious,sweet-veil,steenee,grass,
763,12,214,45,generation-vii,,humanoid,72,120,98,50,98,72,leaf-guard,queenly-majesty,sweet-veil,tsareena,grass,
764,1,3,60,generation-vii,,ball,51,52,90,82,110,100,flower-veil,triage,natural-cure,comfey,fairy,
765,15,760,45,generation-vii,,humanoid,90,60,80,90,110,60,inner-focus,telepathy,symbiosis,oranguru,normal,psychic
766,20,828,45,generation-vii,,upright,100,120,90,40,60,80,receiver,defiant,,passimian,fighting,
767,5,120,90,generation-vii,,tentacles,25,35,40,20,30,80,wimp-out,,,wimpod,bug,water
768,20,1080,45,generation-vii,,humanoid,75,125,140,60,90,40,emergency-exit,,,golisopod,bug,water
769,5,700,140,generation-vii,,squiggle,55,55,80,70,45,15,water-compaction,sand-veil,,sandygast,ghost,ground
770,13,2500,60,generation-vii,,squiggle,85,75,110,100,75,35,water-compaction,sand-veil,,palossand,ghost,ground
771,3,12,60,generation-vii,,squiggle,55,60,130,30,130,5,innards-out,unaware,,pyukumuku,water,
772,19,1205,3,generation-vii,,quadruped,95,95,95,95,95,59,battle-armor,,,type-null,normal,
773,23,1005,3,generation-vii,,quadruped,95,95,95,95,95,95,rks-system,,,silvally,normal,
774,3,400,30,generation-vii,,ball,60,60,100,60,100,60,shields-down,,,minior-red-meteor,rock,flying
775,4,199,45,generation-vii,,humanoid,65,115,65,75,95,65,comatose,,,komala,normal,
776,20,2120,70,generation-vii,,upright,60,78,135,91,85,36,shell-armor,,,turtonator,fire,dragon
777,3,33,180,generation-vii,,upright,65,98,63,40,73,96,iron-barbs,lightning-rod,sturdy,togedemaru,electric,steel
778,2,7,45,generation-vii,,squiggle,55,90,80,50,105,96,disguise,,,mimikyu-disguised,ghost,fairy
779,9,190,80,generation-vii,,fish,68,105,70,70,70,92,dazzling,strong-jaw,wonder-skin,bruxish,water,psychic
780,30,1850,70,generation-vii,,squiggle,78,60,85,135,91,36,berserk,sap-sipper,cloud-nine,drampa,normal,dragon
781,39,2100,25,generation-vii,,blob,70,131,100,86,90,40,steelworker,,,dhelmise,ghost,grass
782,6,297,45,generation-vii,,quadruped,45,55,65,45,45,45,bulletproof,soundproof,overcoat,jangmo-o,dragon,
783,12,470,45,generation-vii,,upright,55,75,90,65,70,65,bulletproof,soundproof,overcoat,hakamo-o,dragon,fighting
784,16,782,45,generation-vii,,upright,75,110,125,100,105,85,bulletproof,soundproof,overcoat,kommo-o,dragon,fighting
785,18,205,3,generation-vii,,arms,70,115,85,95,75,130,electric-surge,telepathy,,tapu-koko,electric,fairy
786,12,186,3,generation-vii,,arms,70,85,75,130,115,95,psychic-surge,telepathy,,tapu-lele,psychic,fairy
787,19,455,3,generation-vii,,arms,70,130,115,85,95,75,grassy-surge,telepathy,,tapu-bulu,grass,fairy
788,13,212,3,generation-vii,,arms,70,75,115,95,130,85,misty-surge,telepathy,,tapu-fini,water,fairy
789,2,1,45,generation-vii,,ball,43,29,31,29,31,37,unaware,,,cosmog,psychic,
790,1,9999,45,generation-vii,,ball,43,29,131,29,131,37,sturdy,,,cosmoem,psychic,
791,34,2300,45,generation-vii,,quadruped,137,137,107,113,89,97,full-metal-body,,,solgaleo,psychic,steel
792,40,1200,45,generation-vii,,wings,137,113,89,137,107,97,shadow-shield,,,lunala,psychic,ghost
793,12,555,45,generation-vii,,tentacles,109,53,47,127,131,103,beast-boost,,,nihilego,rock,poison
794,24,3336,45,generation-vii,,tentacles,107,139,139,53,53,79,beast-boost,,,buzzwole,bug,fighting
795,18,250,45,generation-vii,,humanoid,71,137,37,137,37,151,beast-boost,,,pheromosa,bug,fighting
796,38,1000,45,generation-vii,,upright,83,89,71,173,71,83,beast-boost,,,xurkitree,electric,
797,92,9999,45,generation-vii,,humanoid,97,101,103,107,101,61,beast-boost,,,celesteela,steel,flying
798,3,1,45,generation-vii,,humanoid,59,181,131,59,31,109,beast-boost,,,kartana,grass,steel
799,55,8880,45,generation-vii,,upright,223,101,53,97,53,43,beast-boost,,,guzzlord,dark,dragon
800,24,2300,255,generation-vii,,arms,97,107,101,127,89,79,prism-armor,,,necrozma,psychic,
801,10,805,3,generation-vii,,humanoid,80,95,115,130,115,65,soul-heart,,,magearna,steel,fairy
802,7,222,3,generation-vii,,humanoid,90,125,80,90,90,125,technician,,,marshadow,fighting,ghost
803,6,18,45,generation-vii,,upright,67,73,67,73,67,73,beast-boost,,,poipole,poison,
804,36,1500,45,generation-vii,,wings,73,73,73,127,73,121,beast-boost,,,naganadel,poison,dragon
805,55,8200,30,generation-vii,,quadruped,61,131,211,53,101,13,beast-boost,,,stakataka,rock,steel
806,18,130,30,generation-vii,,humanoid,53,127,53,151,79,107,beast-boost,,,blacephalon,fire,ghost
807,15,445,3,generation-vii,,humanoid,88,112,75,102,80,143,volt-absorb,,,zeraora,electric,
808,2,80,3,generation-vii,,ball,46,65,65,55,35,34,magnet-pull,,,meltan,steel,
809,25,8000,3,generation-vii,,humanoid,135,143,143,80,65,34,iron-fist,,,melmetal,steel,
810,3,50,45,generation-viii,,upright,50,65,50,40,40,65,overgrow,grassy-surge,,grookey,grass,
811,7,140,45,generation-viii,,upright,70,85,70,55,60,80,overgrow,grassy-surge,,thwackey,grass,
812,21,900,45,generation-viii,,humanoid,100,125,90,60,70,85,overgrow,grassy-surge,,rillaboom,grass,
813,3,45,45,generation-viii,,upright,50,71,40,40,40,69,blaze,libero,,scorbunny,fire,
814,6,90,45,generation-viii,,upright,65,86,60,55,60,94,blaze,libero,,raboot,fire,
815,14,330,45,generation-viii,,upright,80,116,75,65,75,119,blaze,libero,,cinderace,fire,
816,3,40,45,generation-viii,,quadruped,50,40,40,70,40,70,torrent,sniper,,sobble,water,
817,7,115,45,generation-viii,,upright,65,60,55,95,55,90,torrent,sniper,,drizzile,water,
818,19,452,45,generation-viii,,upright,70,85,65,125,65,120,torrent,sniper,,inteleon,water,
819,3,25,255,generation-viii,,upright,70,55,55,35,35,25,cheek-pouch,gluttony,,skwovet,normal,
820,6,60,90,generation-viii,,upright,120,95,95,55,75,20,cheek-pouch,gluttony,,greedent,normal,
821,2,18,255,generation-viii,,wings,38,47,35,33,35,57,keen-eye,unnerve,big-pecks,rookidee,flying,
822,8,160,120,generation-viii,,wings,68,67,55,43,55,77,keen-eye,unnerve,big-pecks,corvisquire,flying,
823,22,750,45,generation-viii,,wings,98,87,105,53,85,67,pressure,unnerve,mirror-armor,corviknight,flying,steel
824,4,80,255,generation-viii,,armor,25,20,20,25,45,45,swarm,compound-eyes,telepathy,blipbug,bug,
825,4,195,120,generation-viii,,armor,50,35,80,50,90,30,swarm,compound-eyes,telepathy,dottler,bug,psychic
826,4,408,45,generation-viii,,wings,60,45,110,80,120,90,swarm,frisk,telepathy,orbeetle,bug,psychic
827,6,89,255,generation-viii,,quadruped,40,28,28,47,52,50,run-away,unburden,stakeout,nickit,dark,
828,12,199,127,generation-viii,,quadruped,70,58,58,87,92,90,run-away,unburden,stakeout,thievul,dark,
829,4,22,190,generation-viii,,blob,40,40,60,40,60,10,cotton-down,regenerator,effect-spore,gossifleur,grass,
830,5,25,75,generation-viii,,blob,60,50,90,80,120,60,cotton-down,regenerator,effect-spore,eldegoss,grass,
831,6,60,255,generation-viii,,quadruped,42,40,55,40,45,48,fluffy,run-away,bulletproof,wooloo,normal,
832,13,430,127,generation-viii,,quadruped,72,80,100,60,90,88,fluffy,steadfast,bulletproof,dubwool,normal,
833,3,85,255,generation-viii,,quadruped,50,64,50,38,38,44,strong-jaw,shell-armor,swift-swim,chewtle,water,
834,10,1155,75,generation-viii,,quadruped,90,115,90,48,68,74,strong-jaw,shell-armor,swift-swim,drednaw,water,rock
835,3,135,255,generation-viii,,quadruped,59,45,50,40,50,26,ball-fetch,rattled,,yamper,electric,
836,10,340,45,generation-viii,,quadruped,69,90,60,90,60,121,strong-jaw,competitive,,boltund,electric,
837,3,120,255,generation-viii,,ball,30,40,50,40,50,30,steam-engine,heatproof,flash-fire,rolycoly,rock,
838,11,780,120,generation-viii,,legs,80,60,90,60,70,50,steam-engine,flame-body,flash-fire,carkol,rock,fire
839,28,3105,45,generation-viii,,humanoid,110,80,120,80,90,30,steam-engine,flame-body,flash-fire,coalossal,rock,fire
840,2,5,255,generation-viii,,squiggle,40,40,80,40,40,20,ripen,gluttony,bulletproof,applin,grass,dragon
841,3,10,45,generation-viii,,wings,70,110,80,95,60,70,ripen,gluttony,hustle,flapple,grass,dragon
842,4,130,45,generation-viii,,quadruped,110,85,80,100,80,30,ripen,gluttony,thick-fat,appletun,grass,dragon
843,22,76,255,generation-viii,,squiggle,52,57,75,35,50,46,sand-spit,shed-skin,sand-veil,silicobra,ground,
844,38,655,120,generation-viii,,squiggle,72,107,125,65,70,71,sand-spit,shed-skin,sand-veil,sandaconda,ground,
845,8,180,45,generation-viii,,wings,70,85,55,85,95,85,gulp-missile,,,cramorant,flying,water
846,5,10,255,generation-viii,,fish,41,63,40,40,30,66,swift-swim,propeller-tail,,arrokuda,water,
847,13,300,60,generation-viii,,fish,61,123,60,60,50,136,swift-swim,propeller-tail,,barraskewda,water,
848,4,110,75,generation-viii,,upright,40,38,35,54,35,40,rattled,static,klutz,toxel,electric,poison
849,16,400,45,generation-viii,,upright,75,98,70,114,70,75,punk-rock,plus,technician,toxtricity-amped,electric,poison
850,7,10,190,generation-viii,,tentacles,50,65,45,50,50,45,flash-fire,white-smoke,flame-body,sizzlipede,fire,bug
851,30,1200,75,generation-viii,,tentacles,100,115,65,90,90,65,flash-fire,white-smoke,flame-body,centiskorch,fire,bug
852,6,40,180,generation-viii,,tentacles,50,68,60,50,50,32,limber,technician,,clobbopus,fighting,
853,16,390,45,generation-viii,,tentacles,80,118,90,70,80,42,limber,technician,,grapploct,fighting,
854,1,2,120,generation-viii,,ball,40,45,45,74,54,50,weak-armor,cursed-body,,sinistea,ghost,
855,2,4,60,generation-viii,,ball,60,65,65,134,114,70,weak-armor,cursed-body,,polteageist,ghost,
856,4,34,235,generation-viii,,legs,42,30,45,56,53,39,healer,anticipation,magic-bounce,hatenna,psychic,
857,6,48,120,generation-viii,,humanoid,57,40,65,86,73,49,healer,anticipation,magic-bounce,hattrem,psychic,
858,21,51,45,generation-viii,,blob,57,90,95,136,103,29,healer,anticipation,magic-bounce,hatterene,psychic,fairy
859,4,55,255,generation-viii,,humanoid,45,45,30,55,40,50,prankster,frisk,pickpocket,impidimp,dark,fairy
860,8,125,120,generation-viii,,humanoid,65,60,45,75,55,70,prankster,frisk,pickpocket,morgrem,dark,fairy
861,15,610,45,generation-viii,,humanoid,95,120,65,95,75,60,prankster,frisk,pickpocket,grimmsnarl,dark,fairy
862,16,460,45,generation-viii,,upright,93,90,101,60,81,95,reckless,guts,defiant,obstagoon,dark,normal
863,8,280,90,generation-viii,,upright,70,110,100,50,60,50,battle-armor,tough-claws,steely-spirit,perrserker,steel,
864,10,4,30,generation-viii,,arms,60,95,50,145,130,30,weak-armor,perish-body,,cursola,ghost,
865,8,1170,45,generation-viii,,wings,62,135,95,68,82,65,steadfast,scrappy,,sirfetchd,fighting,
866,15,582,45,generation-viii,,humanoid,80,85,75,110,100,70,tangled-feet,screen-cleaner,ice-body,mr-rime,ice,psychic
867,16,666,90,generation-viii,,blob,58,95,145,50,105,30,wandering-spirit,,,runerigus,ground,ghost
868,2,3,200,generation-viii,,ball,45,40,40,50,61,34,sweet-veil,aroma-veil,,milcery,fairy,
869,3,5,100,generation-viii,,blob,65,60,75,110,121,64,sweet-veil,aroma-veil,,alcremie,fairy,
870,30,620,45,generation-viii,,heads,65,100,100,70,60,75,battle-armor,defiant,,falinks,fighting,
871,3,10,75,generation-viii,,tentacles,48,101,95,91,85,15,lightning-rod,electric-surge,,pincurchin,electric,
872,3,38,190,generation-viii,,squiggle,30,25,35,45,30,20,shield-dust,ice-scales,,snom,ice,bug
873,13,420,75,generation-viii,,bug-wings,70,65,60,125,90,65,shield-dust,ice-scales,,frosmoth,ice,bug
874,25,5200,60,generation-viii,,legs,100,125,135,20,20,70,power-spot,,,stonjourner,rock,
875,14,890,60,generation-viii,,upright,75,80,110,65,90,50,ice-face,,,eiscue-ice,ice,
876,9,280,30,generation-viii,,upright,60,65,55,105,95,95,inner-focus,synchronize,psychic-surge,indeedee-male,psychic,normal
877,3,30,180,generation-viii,,humanoid,58,95,58,70,58,97,hunger-switch,,,morpeko-full-belly,electric,dark
878,12,1000,190,generation-viii,,quadruped,72,80,49,40,49,40,sheer-force,heavy-metal,,cufant,steel,
879,30,6500,90,generation-viii,,quadruped,122,130,69,80,69,30,sheer-force,heavy-metal,,copperajah,steel,
880,18,1900,45,generation-viii,,upright,90,100,90,80,70,75,volt-absorb,hustle,sand-rush,dracozolt,electric,dragon
881,23,1500,45,generation-viii,,upright,90,100,90,90,80,55,volt-absorb,static,slush-rush,arctozolt,electric,ice
882,23,2150,45,generation-viii,,legs,90,90,100,70,80,75,water-absorb,strong-jaw,sand-rush,dracovish,water,dragon
883,20,1750,45,generation-viii,,fish,90,90,100,80,90,55,water-absorb,ice-body,slush-rush,arctovish,water,ice
884,18,400,45,generation-viii,,upright,70,95,115,120,50,85,light-metal,heavy-metal,stalwart,duraludon,steel,dragon
885,5,20,45,generation-viii,,squiggle,28,60,30,40,30,82,clear-body,infiltrator,cursed-body,dreepy,dragon,ghost
886,14,110,45,generation-viii,,arms,68,80,50,60,50,102,clear-body,infiltrator,cursed-body,drakloak,dragon,ghost
887,30,500,45,generation-viii,,upright,88,120,75,100,75,142,clear-body,infiltrator,cursed-body,dragapult,dragon,ghost
888,28,1100,10,generation-viii,,quadruped,92,120,115,80,115,138,intrepid-sword,,,zacian,fairy,
889,29,2100,10,generation-viii,,quadruped,92,120,115,80,115,138,dauntless-shield,,,zamazenta,fighting,
890,200,9500,255,generation-viii,,wings,140,85,95,145,95,130,pressure,,,eternatus,poison,dragon
891,6,120,3,generation-viii,,upright,60,90,60,53,50,72,inner-focus,,,kubfu,fighting,
892,19,1050,3,generation-viii,,humanoid,100,130,100,63,60,97,unseen-fist,,,urshifu-single-strike,fighting,dark
893,18,700,3,generation-viii,,upright,105,120,105,70,95,105,leaf-guard,,,zarude,dark,grass
894,12,1450,3,generation-viii,,humanoid,80,100,50,100,50,200,transistor,,,regieleki,electric,
895,21,2000,3,generation-viii,,humanoid,200,100,50,100,50,80,dragons-maw,,,regidrago,dragon,
896,22,8000,3,generation-viii,,quadruped,100,145,130,65,110,30,chilling-neigh,,,glastrier,ice,
897,20,445,3,generation-viii,,quadruped,100,65,60,145,80,130,grim-neigh,,,spectrier,ghost,
898,11,77,3,generation-viii,,humanoid,100,80,80,80,80,80,unnerve,,,calyrex,psychic,grass
899,18,951,135,generation-viii,,quadruped,103,105,72,105,75,65,intimidate,frisk,sap-sipper,wyrdeer,normal,psychic
900,18,890,115,generation-viii,,bug-wings,70,135,95,45,70,85,swarm,sheer-force,sharpness,kleavor,bug,rock
901,24,2900,75,generation-viii,,quadruped,130,140,105,45,80,50,guts,bulletproof,unnerve,ursaluna,ground,normal
902,30,1100,135,generation-viii,,fish,120,112,65,80,75,78,swift-swim,adaptability,mold-breaker,basculegion-male,water,ghost
903,13,430,135,generation-viii,,upright,80,130,60,40,80,120,pressure,unburden,poison-touch,sneasler,fighting,poison
904,25,605,135,generation-viii,,fish,85,115,95,65,65,85,poison-point,swift-swim,intimidate,overqwil,dark,poison
905,16,480,3,generation-viii,,arms,74,115,70,135,80,106,cute-charm,contrary,,enamorus-incarnate,fairy,flying
906,4,41,45,generation-ix,,,40,61,54,45,45,65,overgrow,protean,,sprigatito,grass,
907,9,122,45,generation-ix,,,61,80,63,60,63,83,overgrow,protean,,floragato,grass,
908,15,312,45,generation-ix,,,76,110,70,81,70,123,overgrow,protean,,meowscarada,grass,dark
909,4,98,45,generation-ix,,,67,45,59,63,40,36,blaze,unaware,,fuecoco,fire,
910,10,307,45,generation-ix,,,81,55,78,90,58,49,blaze,unaware,,crocalor,fire,
911,16,3265,45,generation-ix,,,104,75,100,110,75,66,blaze,unaware,,skeledirge,fire,ghost
912,5,61,45,generation-ix,,,55,65,45,50,45,50,torrent,moxie,,quaxly,water,
913,12,215,45,generation-ix,,,70,85,65,65,60,65,torrent,moxie,,quaxwell,water,
914,18,619,45,generation-ix,,,85,120,80,85,75,85,torrent,moxie,,quaquaval,water,fighting
915,5,102,255,generation-ix,,,54,45,40,35,45,35,aroma-veil,gluttony,thick-fat,lechonk,normal,
916,10,1200,100,generation-ix,,,110,100,75,59,80,65,lingering-aroma,gluttony,thick-fat,oinkologne,normal,
917,3,40,255,generation-ix,,,35,41,45,29,40,20,insomnia,stakeout,,tarountula,bug,
918,10,165,120,generation-ix,,,60,79,92,52,86,35,insomnia,stakeout,,spidops,bug,
919,2,10,190,generation-ix,,,33,46,40,21,25,45,swarm,tinted-lens,,nymble,bug,
920,10,175,30,generation-ix,,,71,102,78,52,55,92,swarm,tinted-lens,,lokix,bug,dark
921,3,25,190,generation-ix,,,45,50,20,40,25,60,static,natural-cure,iron-fist,pawmi,electric,
922,4,65,80,generation-ix,,,60,75,40,50,40,85,volt-absorb,natural-cure,iron-fist,pawmo,electric,fighting
923,9,410,45,generation-ix,,,70,115,70,70,60,105,volt-absorb,natural-cure,iron-fist,pawmot,electric,fighting
924,3,18,150,generation-ix,,,50,50,45,40,45,75,run-away,pickup,own-tempo,tandemaus,normal,
925,3,23,75,generation-ix,,,74,75,70,65,75,111,friend-guard,cheek-pouch,technician,maushold,normal,
926,3,109,190,generation-ix,,,37,55,70,30,55,65,own-tempo,klutz,,fidough,fairy,
927,5,149,90,generation-ix,,,57,80,115,50,80,95,well-baked-body,aroma-veil,,dachsbun,fairy,
928,3,65,255,generation-ix,,,41,35,45,58,51,30,early-bird,harvest,,smoliv,grass,normal
929,6,119,120,generation-ix,,,52,53,60,78,78,33,early-bird,harvest,,dolliv,grass,normal
930,14,482,45,generation-ix,,,78,69,90,125,109,39,seed-sower,harvest,,arboliva,grass,normal
931,6,24,190,generation-ix,,,82,96,51,45,51,92,intimidate,hustle,guts,squawkabilly,normal,flying
932,4,160,255,generation-ix,,,55,55,75,35,35,25,purifying-salt,sturdy,clear-body,nacli,rock,
933,6,1050,120,generation-ix,,,60,60,100,35,65,35,purifying-salt,sturdy,clear-body,naclstack,rock,
934,23,2400,45,generation-ix,,,100,100,130,45,90,35,purifying-salt,sturdy,clear-body,garganacl,rock,
935,6,105,90,generation-ix,,,40,50,40,50,40,35,flash-fire,flame-body,,charcadet,fire,
936,15,850,25,generation-ix,,,85,60,100,125,80,75,flash-fire,weak-armor,,armarouge,fire,psychic
937,16,620,25,generation-ix,,,75,125,80,60,100,85,flash-fire,weak-armor,,ceruledge,fire,ghost
938,3,4,190,generation-ix,,,61,31,41,59,35,45,own-tempo,static,damp,tadbulb,electric,
939,12,1130,50,generation-ix,,,109,64,91,103,83,45,electromorphosis,static,damp,bellibolt,electric,
940,4,36,180,generation-ix,,,40,40,35,55,40,70,wind-power,volt-absorb,competitive,wattrel,electric,flying
941,14,386,90,generation-ix,,,70,70,60,105,60,125,wind-power,volt-absorb,competitive,kilowattrel,electric,flying
942,5,160,150,generation-ix,,,60,78,60,40,51,51,intimidate,run-away,stakeout,maschiff,dark,
943,11,610,75,generation-ix,,,80,120,90,60,70,85,intimidate,guard-dog,stakeout,mabosstiff,dark,
944,2,7,190,generation-ix,,,40,65,35,40,35,75,unburden,pickpocket,prankster,shroodle,poison,normal
945,7,272,90,generation-ix,,,63,95,65,80,72,110,unburden,poison-touch,prankster,grafaiai,poison,normal
